words,tf,business_id
restaurant,283.0,YV83252nBml7BmQLdAniYg
place,334.0,YV83252nBml7BmQLdAniYg
good,339.0,YV83252nBml7BmQLdAniYg
table,352.0,YV83252nBml7BmQLdAniYg
great,394.0,YV83252nBml7BmQLdAniYg
food,396.0,YV83252nBml7BmQLdAniYg
pizza,407.0,YV83252nBml7BmQLdAniYg
time,141.0,YUtYV7iXqiUX19gFBiy9SQ
seafood,141.0,YUtYV7iXqiUX19gFBiy9SQ
shrimp,146.0,YUtYV7iXqiUX19gFBiy9SQ
great,154.0,YUtYV7iXqiUX19gFBiy9SQ
poboy,181.0,YUtYV7iXqiUX19gFBiy9SQ
food,227.0,YUtYV7iXqiUX19gFBiy9SQ
roast,235.0,YUtYV7iXqiUX19gFBiy9SQ
beef,245.0,YUtYV7iXqiUX19gFBiy9SQ
good,262.0,YUtYV7iXqiUX19gFBiy9SQ
place,270.0,YUtYV7iXqiUX19gFBiy9SQ
drink,86.0,YPqEm4opPLuO0A6ZJeJfGw
el,87.0,YPqEm4opPLuO0A6ZJeJfGw
time,97.0,YPqEm4opPLuO0A6ZJeJfGw
service,102.0,YPqEm4opPLuO0A6ZJeJfGw
place,111.0,YPqEm4opPLuO0A6ZJeJfGw
restaurant,123.0,YPqEm4opPLuO0A6ZJeJfGw
mexican,132.0,YPqEm4opPLuO0A6ZJeJfGw
great,135.0,YPqEm4opPLuO0A6ZJeJfGw
good,140.0,YPqEm4opPLuO0A6ZJeJfGw
food,263.0,YPqEm4opPLuO0A6ZJeJfGw
place,118.0,YPHDzg1h-PkaxfoppT-iJg
food,130.0,YPHDzg1h-PkaxfoppT-iJg
get,133.0,YPHDzg1h-PkaxfoppT-iJg
oil,137.0,YPHDzg1h-PkaxfoppT-iJg
lucas,142.0,YPHDzg1h-PkaxfoppT-iJg
seat,165.0,YPHDzg1h-PkaxfoppT-iJg
colt,199.0,YPHDzg1h-PkaxfoppT-iJg
great,204.0,YPHDzg1h-PkaxfoppT-iJg
game,296.0,YPHDzg1h-PkaxfoppT-iJg
stadium,540.0,YPHDzg1h-PkaxfoppT-iJg
order,30.0,YHvJyyklyzsQhCnbJu7pFA
best,31.0,YHvJyyklyzsQhCnbJu7pFA
time,32.0,YHvJyyklyzsQhCnbJu7pFA
cheese,35.0,YHvJyyklyzsQhCnbJu7pFA
great,42.0,YHvJyyklyzsQhCnbJu7pFA
place,44.0,YHvJyyklyzsQhCnbJu7pFA
food,48.0,YHvJyyklyzsQhCnbJu7pFA
ninos,59.0,YHvJyyklyzsQhCnbJu7pFA
good,65.0,YHvJyyklyzsQhCnbJu7pFA
pizza,189.0,YHvJyyklyzsQhCnbJu7pFA
christine,15.0,YGoyYWoBqAAMdp0lJoJijg
recommend,16.0,YGoyYWoBqAAMdp0lJoJijg
history,17.0,YGoyYWoBqAAMdp0lJoJijg
u,17.0,YGoyYWoBqAAMdp0lJoJijg
local,20.0,YGoyYWoBqAAMdp0lJoJijg
great,28.0,YGoyYWoBqAAMdp0lJoJijg
guide,28.0,YGoyYWoBqAAMdp0lJoJijg
nashville,43.0,YGoyYWoBqAAMdp0lJoJijg
food,44.0,YGoyYWoBqAAMdp0lJoJijg
tour,85.0,YGoyYWoBqAAMdp0lJoJijg
delicious,22.0,YCwWrnOh8qUmQbgQ4p02AA
really,24.0,YCwWrnOh8qUmQbgQ4p02AA
like,24.0,YCwWrnOh8qUmQbgQ4p02AA
alfredo,24.0,YCwWrnOh8qUmQbgQ4p02AA
food,39.0,YCwWrnOh8qUmQbgQ4p02AA
great,41.0,YCwWrnOh8qUmQbgQ4p02AA
alfredos,42.0,YCwWrnOh8qUmQbgQ4p02AA
good,48.0,YCwWrnOh8qUmQbgQ4p02AA
place,50.0,YCwWrnOh8qUmQbgQ4p02AA
pizza,143.0,YCwWrnOh8qUmQbgQ4p02AA
place,47.0,YBncKq0rdijgeIyjuW_Czw
back,49.0,YBncKq0rdijgeIyjuW_Czw
great,54.0,YBncKq0rdijgeIyjuW_Czw
restaurant,57.0,YBncKq0rdijgeIyjuW_Czw
dinner,59.0,YBncKq0rdijgeIyjuW_Czw
u,61.0,YBncKq0rdijgeIyjuW_Czw
salad,66.0,YBncKq0rdijgeIyjuW_Czw
good,71.0,YBncKq0rdijgeIyjuW_Czw
food,92.0,YBncKq0rdijgeIyjuW_Czw
service,92.0,YBncKq0rdijgeIyjuW_Czw
one,67.0,Y0EG7hB8aSeAk1PRvD_HpQ
like,75.0,Y0EG7hB8aSeAk1PRvD_HpQ
staff,89.0,Y0EG7hB8aSeAk1PRvD_HpQ
nice,94.0,Y0EG7hB8aSeAk1PRvD_HpQ
great,97.0,Y0EG7hB8aSeAk1PRvD_HpQ
stay,104.0,Y0EG7hB8aSeAk1PRvD_HpQ
service,113.0,Y0EG7hB8aSeAk1PRvD_HpQ
conrad,159.0,Y0EG7hB8aSeAk1PRvD_HpQ
hotel,245.0,Y0EG7hB8aSeAk1PRvD_HpQ
room,263.0,Y0EG7hB8aSeAk1PRvD_HpQ
guy,12.0,XuE_qA2XLEZMKKZPT5q7Ww
mechanic,12.0,XuE_qA2XLEZMKKZPT5q7Ww
price,13.0,XuE_qA2XLEZMKKZPT5q7Ww
always,13.0,XuE_qA2XLEZMKKZPT5q7Ww
shop,17.0,XuE_qA2XLEZMKKZPT5q7Ww
great,18.0,XuE_qA2XLEZMKKZPT5q7Ww
tys,19.0,XuE_qA2XLEZMKKZPT5q7Ww
work,21.0,XuE_qA2XLEZMKKZPT5q7Ww
service,30.0,XuE_qA2XLEZMKKZPT5q7Ww
car,36.0,XuE_qA2XLEZMKKZPT5q7Ww
place,425.0,XrikSy0DQ_fhVCaRRBJI-g
kayne,431.0,XrikSy0DQ_fhVCaRRBJI-g
u,431.0,XrikSy0DQ_fhVCaRRBJI-g
best,455.0,XrikSy0DQ_fhVCaRRBJI-g
side,478.0,XrikSy0DQ_fhVCaRRBJI-g
service,576.0,XrikSy0DQ_fhVCaRRBJI-g
great,603.0,XrikSy0DQ_fhVCaRRBJI-g
food,665.0,XrikSy0DQ_fhVCaRRBJI-g
good,666.0,XrikSy0DQ_fhVCaRRBJI-g
steak,885.0,XrikSy0DQ_fhVCaRRBJI-g
like,105.0,XrIFOZ_eY1KTsg6lYRTg4w
would,115.0,XrIFOZ_eY1KTsg6lYRTg4w
drink,123.0,XrIFOZ_eY1KTsg6lYRTg4w
u,134.0,XrIFOZ_eY1KTsg6lYRTg4w
great,163.0,XrIFOZ_eY1KTsg6lYRTg4w
service,164.0,XrIFOZ_eY1KTsg6lYRTg4w
good,177.0,XrIFOZ_eY1KTsg6lYRTg4w
restaurant,213.0,XrIFOZ_eY1KTsg6lYRTg4w
food,217.0,XrIFOZ_eY1KTsg6lYRTg4w
view,299.0,XrIFOZ_eY1KTsg6lYRTg4w
one,348.0,XqSLir6xs3I6ntf-xIQzrQ
menu,375.0,XqSLir6xs3I6ntf-xIQzrQ
restaurant,381.0,XqSLir6xs3I6ntf-xIQzrQ
place,404.0,XqSLir6xs3I6ntf-xIQzrQ
city,438.0,XqSLir6xs3I6ntf-xIQzrQ
house,489.0,XqSLir6xs3I6ntf-xIQzrQ
great,509.0,XqSLir6xs3I6ntf-xIQzrQ
good,543.0,XqSLir6xs3I6ntf-xIQzrQ
food,592.0,XqSLir6xs3I6ntf-xIQzrQ
pizza,852.0,XqSLir6xs3I6ntf-xIQzrQ
time,155.0,Xq-8-I0U8Artr7d70SjX-g
like,165.0,Xq-8-I0U8Artr7d70SjX-g
get,168.0,Xq-8-I0U8Artr7d70SjX-g
amtrak,186.0,Xq-8-I0U8Artr7d70SjX-g
place,192.0,Xq-8-I0U8Artr7d70SjX-g
food,203.0,Xq-8-I0U8Artr7d70SjX-g
street,225.0,Xq-8-I0U8Artr7d70SjX-g
th,245.0,Xq-8-I0U8Artr7d70SjX-g
train,498.0,Xq-8-I0U8Artr7d70SjX-g
station,857.0,Xq-8-I0U8Artr7d70SjX-g
back,72.0,XmlF_2NbH65tDiSd2u2M5A
get,82.0,XmlF_2NbH65tDiSd2u2M5A
chicken,86.0,XmlF_2NbH65tDiSd2u2M5A
great,94.0,XmlF_2NbH65tDiSd2u2M5A
sauce,116.0,XmlF_2NbH65tDiSd2u2M5A
lamb,140.0,XmlF_2NbH65tDiSd2u2M5A
good,167.0,XmlF_2NbH65tDiSd2u2M5A
place,193.0,XmlF_2NbH65tDiSd2u2M5A
gyro,233.0,XmlF_2NbH65tDiSd2u2M5A
food,237.0,XmlF_2NbH65tDiSd2u2M5A
caplingers,318.0,Xm3fazqrD-Fi4tVPlc4i6Q
great,333.0,Xm3fazqrD-Fi4tVPlc4i6Q
time,333.0,Xm3fazqrD-Fi4tVPlc4i6Q
order,385.0,Xm3fazqrD-Fi4tVPlc4i6Q
good,407.0,Xm3fazqrD-Fi4tVPlc4i6Q
seafood,445.0,Xm3fazqrD-Fi4tVPlc4i6Q
fresh,489.0,Xm3fazqrD-Fi4tVPlc4i6Q
food,497.0,Xm3fazqrD-Fi4tVPlc4i6Q
place,513.0,Xm3fazqrD-Fi4tVPlc4i6Q
fish,711.0,Xm3fazqrD-Fi4tVPlc4i6Q
pad,142.0,XgnArX8m2BaGtpJp5Mx2qg
like,152.0,XgnArX8m2BaGtpJp5Mx2qg
get,154.0,XgnArX8m2BaGtpJp5Mx2qg
restaurant,182.0,XgnArX8m2BaGtpJp5Mx2qg
great,189.0,XgnArX8m2BaGtpJp5Mx2qg
market,238.0,XgnArX8m2BaGtpJp5Mx2qg
good,241.0,XgnArX8m2BaGtpJp5Mx2qg
thai,253.0,XgnArX8m2BaGtpJp5Mx2qg
place,338.0,XgnArX8m2BaGtpJp5Mx2qg
food,444.0,XgnArX8m2BaGtpJp5Mx2qg
great,74.0,XeeTJDWyvj6JSDxGgG4A6A
delicious,78.0,XeeTJDWyvj6JSDxGgG4A6A
italian,79.0,XeeTJDWyvj6JSDxGgG4A6A
fresh,81.0,XeeTJDWyvj6JSDxGgG4A6A
good,114.0,XeeTJDWyvj6JSDxGgG4A6A
meatball,122.0,XeeTJDWyvj6JSDxGgG4A6A
place,122.0,XeeTJDWyvj6JSDxGgG4A6A
food,144.0,XeeTJDWyvj6JSDxGgG4A6A
sauce,160.0,XeeTJDWyvj6JSDxGgG4A6A
pasta,266.0,XeeTJDWyvj6JSDxGgG4A6A
hall,70.0,XWqyoKSVyg4H8zqA8kmRBg
like,70.0,XWqyoKSVyg4H8zqA8kmRBg
lobster,73.0,XWqyoKSVyg4H8zqA8kmRBg
lot,75.0,XWqyoKSVyg4H8zqA8kmRBg
parking,75.0,XWqyoKSVyg4H8zqA8kmRBg
option,92.0,XWqyoKSVyg4H8zqA8kmRBg
great,100.0,XWqyoKSVyg4H8zqA8kmRBg
garage,114.0,XWqyoKSVyg4H8zqA8kmRBg
place,153.0,XWqyoKSVyg4H8zqA8kmRBg
food,254.0,XWqyoKSVyg4H8zqA8kmRBg
time,22.0,XU0Pfl3YGS4MxaX9n-ZHhA
would,23.0,XU0Pfl3YGS4MxaX9n-ZHhA
one,24.0,XU0Pfl3YGS4MxaX9n-ZHhA
customer,26.0,XU0Pfl3YGS4MxaX9n-ZHhA
told,26.0,XU0Pfl3YGS4MxaX9n-ZHhA
service,27.0,XU0Pfl3YGS4MxaX9n-ZHhA
store,28.0,XU0Pfl3YGS4MxaX9n-ZHhA
get,33.0,XU0Pfl3YGS4MxaX9n-ZHhA
depot,43.0,XU0Pfl3YGS4MxaX9n-ZHhA
home,55.0,XU0Pfl3YGS4MxaX9n-ZHhA
like,2.0,X9A-z_tQGIyr8Z4Efw1wbA
clean,2.0,X9A-z_tQGIyr8Z4Efw1wbA
location,2.0,X9A-z_tQGIyr8Z4Efw1wbA
card,3.0,X9A-z_tQGIyr8Z4Efw1wbA
fresh,3.0,X9A-z_tQGIyr8Z4Efw1wbA
coffee,3.0,X9A-z_tQGIyr8Z4Efw1wbA
always,4.0,X9A-z_tQGIyr8Z4Efw1wbA
store,5.0,X9A-z_tQGIyr8Z4Efw1wbA
gas,5.0,X9A-z_tQGIyr8Z4Efw1wbA
wawa,8.0,X9A-z_tQGIyr8Z4Efw1wbA
great,414.0,X8hwEPRoRcLjbKVlVt1b1g
st,426.0,X8hwEPRoRcLjbKVlVt1b1g
get,459.0,X8hwEPRoRcLjbKVlVt1b1g
one,473.0,X8hwEPRoRcLjbKVlVt1b1g
see,483.0,X8hwEPRoRcLjbKVlVt1b1g
louis,506.0,X8hwEPRoRcLjbKVlVt1b1g
exhibit,523.0,X8hwEPRoRcLjbKVlVt1b1g
animal,903.0,X8hwEPRoRcLjbKVlVt1b1g
free,1095.0,X8hwEPRoRcLjbKVlVt1b1g
zoo,2523.0,X8hwEPRoRcLjbKVlVt1b1g
naan,40.0,X6GzniQjbm3YFWWwzDrBkg
back,41.0,X6GzniQjbm3YFWWwzDrBkg
delicious,44.0,X6GzniQjbm3YFWWwzDrBkg
service,46.0,X6GzniQjbm3YFWWwzDrBkg
great,46.0,X6GzniQjbm3YFWWwzDrBkg
place,47.0,X6GzniQjbm3YFWWwzDrBkg
good,55.0,X6GzniQjbm3YFWWwzDrBkg
chicken,76.0,X6GzniQjbm3YFWWwzDrBkg
indian,85.0,X6GzniQjbm3YFWWwzDrBkg
food,128.0,X6GzniQjbm3YFWWwzDrBkg
charles,163.0,X2J_iYaWmqI-7PoYVNbp-g
street,179.0,X2J_iYaWmqI-7PoYVNbp-g
day,184.0,X2J_iYaWmqI-7PoYVNbp-g
st,197.0,X2J_iYaWmqI-7PoYVNbp-g
line,201.0,X2J_iYaWmqI-7PoYVNbp-g
car,221.0,X2J_iYaWmqI-7PoYVNbp-g
way,251.0,X2J_iYaWmqI-7PoYVNbp-g
ride,252.0,X2J_iYaWmqI-7PoYVNbp-g
get,301.0,X2J_iYaWmqI-7PoYVNbp-g
streetcar,405.0,X2J_iYaWmqI-7PoYVNbp-g
service,183.0,WzpWEuVWY-6Xh37wc44GiA
street,186.0,WzpWEuVWY-6Xh37wc44GiA
appetizer,186.0,WzpWEuVWY-6Xh37wc44GiA
great,196.0,WzpWEuVWY-6Xh37wc44GiA
one,196.0,WzpWEuVWY-6Xh37wc44GiA
place,196.0,WzpWEuVWY-6Xh37wc44GiA
menu,219.0,WzpWEuVWY-6Xh37wc44GiA
restaurant,230.0,WzpWEuVWY-6Xh37wc44GiA
good,287.0,WzpWEuVWY-6Xh37wc44GiA
food,304.0,WzpWEuVWY-6Xh37wc44GiA
get,67.0,WnyiCJfpsl1RViIWafNwIA
great,71.0,WnyiCJfpsl1RViIWafNwIA
place,82.0,WnyiCJfpsl1RViIWafNwIA
price,87.0,WnyiCJfpsl1RViIWafNwIA
store,89.0,WnyiCJfpsl1RViIWafNwIA
liquor,103.0,WnyiCJfpsl1RViIWafNwIA
selection,112.0,WnyiCJfpsl1RViIWafNwIA
wine,134.0,WnyiCJfpsl1RViIWafNwIA
randalls,143.0,WnyiCJfpsl1RViIWafNwIA
beer,161.0,WnyiCJfpsl1RViIWafNwIA
hot,113.0,WZm72JqVRfpw2Pu3vag9gw
service,134.0,WZm72JqVRfpw2Pu3vag9gw
tuna,173.0,WZm72JqVRfpw2Pu3vag9gw
hour,175.0,WZm72JqVRfpw2Pu3vag9gw
happy,183.0,WZm72JqVRfpw2Pu3vag9gw
place,204.0,WZm72JqVRfpw2Pu3vag9gw
great,222.0,WZm72JqVRfpw2Pu3vag9gw
good,230.0,WZm72JqVRfpw2Pu3vag9gw
roll,404.0,WZm72JqVRfpw2Pu3vag9gw
sushi,528.0,WZm72JqVRfpw2Pu3vag9gw
love,41.0,WSkzgp8MReuajWyHJqx2_g
well,42.0,WSkzgp8MReuajWyHJqx2_g
reno,46.0,WSkzgp8MReuajWyHJqx2_g
one,46.0,WSkzgp8MReuajWyHJqx2_g
lot,62.0,WSkzgp8MReuajWyHJqx2_g
place,65.0,WSkzgp8MReuajWyHJqx2_g
area,73.0,WSkzgp8MReuajWyHJqx2_g
great,81.0,WSkzgp8MReuajWyHJqx2_g
dog,264.0,WSkzgp8MReuajWyHJqx2_g
park,298.0,WSkzgp8MReuajWyHJqx2_g
great,13.0,WSd3X0tZ9mrOln7OmUM0yg
find,14.0,WSd3X0tZ9mrOln7OmUM0yg
new,14.0,WSd3X0tZ9mrOln7OmUM0yg
selection,18.0,WSd3X0tZ9mrOln7OmUM0yg
little,19.0,WSd3X0tZ9mrOln7OmUM0yg
shop,23.0,WSd3X0tZ9mrOln7OmUM0yg
bookshop,25.0,WSd3X0tZ9mrOln7OmUM0yg
bookstore,26.0,WSd3X0tZ9mrOln7OmUM0yg
store,26.0,WSd3X0tZ9mrOln7OmUM0yg
book,78.0,WSd3X0tZ9mrOln7OmUM0yg
really,88.0,WNcGg9G-odTGz00DSMx7rg
back,88.0,WNcGg9G-odTGz00DSMx7rg
urban,90.0,WNcGg9G-odTGz00DSMx7rg
one,109.0,WNcGg9G-odTGz00DSMx7rg
food,113.0,WNcGg9G-odTGz00DSMx7rg
like,115.0,WNcGg9G-odTGz00DSMx7rg
good,132.0,WNcGg9G-odTGz00DSMx7rg
place,154.0,WNcGg9G-odTGz00DSMx7rg
great,181.0,WNcGg9G-odTGz00DSMx7rg
beer,581.0,WNcGg9G-odTGz00DSMx7rg
get,40.0,WAiKFc7fEE6v9eJUzuQAqw
great,41.0,WAiKFc7fEE6v9eJUzuQAqw
cheese,42.0,WAiKFc7fEE6v9eJUzuQAqw
food,42.0,WAiKFc7fEE6v9eJUzuQAqw
go,42.0,WAiKFc7fEE6v9eJUzuQAqw
good,61.0,WAiKFc7fEE6v9eJUzuQAqw
sandwich,64.0,WAiKFc7fEE6v9eJUzuQAqw
place,98.0,WAiKFc7fEE6v9eJUzuQAqw
bagel,135.0,WAiKFc7fEE6v9eJUzuQAqw
soup,153.0,WAiKFc7fEE6v9eJUzuQAqw
one,287.0,W9y4JkMqy2dFNwYc3Y5cKQ
time,294.0,W9y4JkMqy2dFNwYc3Y5cKQ
like,312.0,W9y4JkMqy2dFNwYc3Y5cKQ
hinoki,330.0,W9y4JkMqy2dFNwYc3Y5cKQ
great,371.0,W9y4JkMqy2dFNwYc3Y5cKQ
service,390.0,W9y4JkMqy2dFNwYc3Y5cKQ
good,438.0,W9y4JkMqy2dFNwYc3Y5cKQ
place,594.0,W9y4JkMqy2dFNwYc3Y5cKQ
roll,1002.0,W9y4JkMqy2dFNwYc3Y5cKQ
sushi,1270.0,W9y4JkMqy2dFNwYc3Y5cKQ
like,44.0,Vz87mSBJUQUEnDsYtkFPfg
wing,52.0,Vz87mSBJUQUEnDsYtkFPfg
food,66.0,Vz87mSBJUQUEnDsYtkFPfg
great,68.0,Vz87mSBJUQUEnDsYtkFPfg
good,71.0,Vz87mSBJUQUEnDsYtkFPfg
jay,74.0,Vz87mSBJUQUEnDsYtkFPfg
dive,85.0,Vz87mSBJUQUEnDsYtkFPfg
beer,90.0,Vz87mSBJUQUEnDsYtkFPfg
place,102.0,Vz87mSBJUQUEnDsYtkFPfg
bar,154.0,Vz87mSBJUQUEnDsYtkFPfg
egg,113.0,Vsbe7-4gt485ri-WQOsP2A
time,114.0,Vsbe7-4gt485ri-WQOsP2A
like,115.0,Vsbe7-4gt485ri-WQOsP2A
breakfast,118.0,Vsbe7-4gt485ri-WQOsP2A
order,154.0,Vsbe7-4gt485ri-WQOsP2A
great,161.0,Vsbe7-4gt485ri-WQOsP2A
good,188.0,Vsbe7-4gt485ri-WQOsP2A
place,199.0,Vsbe7-4gt485ri-WQOsP2A
food,311.0,Vsbe7-4gt485ri-WQOsP2A
bacon,557.0,Vsbe7-4gt485ri-WQOsP2A
court,39.0,VrcIYAsfBknPDpiuzKZ3Ug
great,44.0,VrcIYAsfBknPDpiuzKZ3Ug
one,47.0,VrcIYAsfBknPDpiuzKZ3Ug
good,49.0,VrcIYAsfBknPDpiuzKZ3Ug
fresh,52.0,VrcIYAsfBknPDpiuzKZ3Ug
get,59.0,VrcIYAsfBknPDpiuzKZ3Ug
food,73.0,VrcIYAsfBknPDpiuzKZ3Ug
place,79.0,VrcIYAsfBknPDpiuzKZ3Ug
roll,143.0,VrcIYAsfBknPDpiuzKZ3Ug
sushi,180.0,VrcIYAsfBknPDpiuzKZ3Ug
keep,3.0,VjA4QL5FH7uiwsJurMG9tw
saltwater,4.0,VjA4QL5FH7uiwsJurMG9tw
great,4.0,VjA4QL5FH7uiwsJurMG9tw
fish,4.0,VjA4QL5FH7uiwsJurMG9tw
always,4.0,VjA4QL5FH7uiwsJurMG9tw
really,5.0,VjA4QL5FH7uiwsJurMG9tw
tank,5.0,VjA4QL5FH7uiwsJurMG9tw
sell,5.0,VjA4QL5FH7uiwsJurMG9tw
george,6.0,VjA4QL5FH7uiwsJurMG9tw
place,9.0,VjA4QL5FH7uiwsJurMG9tw
item,11.0,VgkRK_mHhy15M3bZk0isTw
great,11.0,VgkRK_mHhy15M3bZk0isTw
time,11.0,VgkRK_mHhy15M3bZk0isTw
line,12.0,VgkRK_mHhy15M3bZk0isTw
service,13.0,VgkRK_mHhy15M3bZk0isTw
back,13.0,VgkRK_mHhy15M3bZk0isTw
employee,21.0,VgkRK_mHhy15M3bZk0isTw
customer,21.0,VgkRK_mHhy15M3bZk0isTw
store,32.0,VgkRK_mHhy15M3bZk0isTw
target,54.0,VgkRK_mHhy15M3bZk0isTw
son,5.0,VgbpGgHQ1LgXY5sOSldJGw
teacher,5.0,VgbpGgHQ1LgXY5sOSldJGw
parent,5.0,VgbpGgHQ1LgXY5sOSldJGw
child,5.0,VgbpGgHQ1LgXY5sOSldJGw
five,5.0,VgbpGgHQ1LgXY5sOSldJGw
star,5.0,VgbpGgHQ1LgXY5sOSldJGw
visit,6.0,VgbpGgHQ1LgXY5sOSldJGw
staff,6.0,VgbpGgHQ1LgXY5sOSldJGw
day,7.0,VgbpGgHQ1LgXY5sOSldJGw
care,8.0,VgbpGgHQ1LgXY5sOSldJGw
get,118.0,VbgnG9ymyq_jyYcN0jFBZA
item,119.0,VbgnG9ymyq_jyYcN0jFBZA
like,121.0,VbgnG9ymyq_jyYcN0jFBZA
great,121.0,VbgnG9ymyq_jyYcN0jFBZA
place,126.0,VbgnG9ymyq_jyYcN0jFBZA
selection,126.0,VbgnG9ymyq_jyYcN0jFBZA
market,135.0,VbgnG9ymyq_jyYcN0jFBZA
food,142.0,VbgnG9ymyq_jyYcN0jFBZA
grocery,214.0,VbgnG9ymyq_jyYcN0jFBZA
store,323.0,VbgnG9ymyq_jyYcN0jFBZA
chargrilled,1267.0,VaO-VW3e1kARkU9bP1E7Fw
line,1422.0,VaO-VW3e1kARkU9bP1E7Fw
service,1436.0,VaO-VW3e1kARkU9bP1E7Fw
felixs,1490.0,VaO-VW3e1kARkU9bP1E7Fw
acme,1629.0,VaO-VW3e1kARkU9bP1E7Fw
great,1661.0,VaO-VW3e1kARkU9bP1E7Fw
place,1872.0,VaO-VW3e1kARkU9bP1E7Fw
food,2007.0,VaO-VW3e1kARkU9bP1E7Fw
good,2482.0,VaO-VW3e1kARkU9bP1E7Fw
oyster,7418.0,VaO-VW3e1kARkU9bP1E7Fw
lalka,14.0,VUVtZ6o6yJalwBlguKMtdw
make,15.0,VUVtZ6o6yJalwBlguKMtdw
company,17.0,VUVtZ6o6yJalwBlguKMtdw
walk,21.0,VUVtZ6o6yJalwBlguKMtdw
love,22.0,VUVtZ6o6yJalwBlguKMtdw
service,27.0,VUVtZ6o6yJalwBlguKMtdw
care,30.0,VUVtZ6o6yJalwBlguKMtdw
hound,34.0,VUVtZ6o6yJalwBlguKMtdw
soho,36.0,VUVtZ6o6yJalwBlguKMtdw
dog,40.0,VUVtZ6o6yJalwBlguKMtdw
music,3.0,VTPkYsyl1YU1b5wK34OnQQ
spot,4.0,VTPkYsyl1YU1b5wK34OnQQ
like,4.0,VTPkYsyl1YU1b5wK34OnQQ
nashville,4.0,VTPkYsyl1YU1b5wK34OnQQ
park,4.0,VTPkYsyl1YU1b5wK34OnQQ
great,5.0,VTPkYsyl1YU1b5wK34OnQQ
shopping,5.0,VTPkYsyl1YU1b5wK34OnQQ
truck,8.0,VTPkYsyl1YU1b5wK34OnQQ
food,8.0,VTPkYsyl1YU1b5wK34OnQQ
event,15.0,VTPkYsyl1YU1b5wK34OnQQ
got,207.0,VRGYwKE_Z77frm5NwLvJhw
shake,218.0,VRGYwKE_Z77frm5NwLvJhw
one,225.0,VRGYwKE_Z77frm5NwLvJhw
service,279.0,VRGYwKE_Z77frm5NwLvJhw
food,281.0,VRGYwKE_Z77frm5NwLvJhw
place,314.0,VRGYwKE_Z77frm5NwLvJhw
tot,409.0,VRGYwKE_Z77frm5NwLvJhw
great,437.0,VRGYwKE_Z77frm5NwLvJhw
good,445.0,VRGYwKE_Z77frm5NwLvJhw
burger,1563.0,VRGYwKE_Z77frm5NwLvJhw
soup,52.0,VPgn8EnjepHvtzAXABG9EQ
menu,54.0,VPgn8EnjepHvtzAXABG9EQ
chicken,57.0,VPgn8EnjepHvtzAXABG9EQ
salad,62.0,VPgn8EnjepHvtzAXABG9EQ
great,68.0,VPgn8EnjepHvtzAXABG9EQ
good,77.0,VPgn8EnjepHvtzAXABG9EQ
place,78.0,VPgn8EnjepHvtzAXABG9EQ
food,84.0,VPgn8EnjepHvtzAXABG9EQ
lunch,94.0,VPgn8EnjepHvtzAXABG9EQ
sandwich,98.0,VPgn8EnjepHvtzAXABG9EQ
like,30.0,VKC3yRl10ZfGrjEv-AB5vw
brave,30.0,VKC3yRl10ZfGrjEv-AB5vw
back,31.0,VKC3yRl10ZfGrjEv-AB5vw
haircut,32.0,VKC3yRl10ZfGrjEv-AB5vw
get,33.0,VKC3yRl10ZfGrjEv-AB5vw
great,38.0,VKC3yRl10ZfGrjEv-AB5vw
time,44.0,VKC3yRl10ZfGrjEv-AB5vw
stylist,46.0,VKC3yRl10ZfGrjEv-AB5vw
cut,60.0,VKC3yRl10ZfGrjEv-AB5vw
hair,81.0,VKC3yRl10ZfGrjEv-AB5vw
pharmacy,1252.0,VAeEXLbEcI9Emt9KGYq9aA
time,1270.0,VAeEXLbEcI9Emt9KGYq9aA
wait,1395.0,VAeEXLbEcI9Emt9KGYq9aA
fry,1458.0,VAeEXLbEcI9Emt9KGYq9aA
food,1585.0,VAeEXLbEcI9Emt9KGYq9aA
beer,1843.0,VAeEXLbEcI9Emt9KGYq9aA
place,1954.0,VAeEXLbEcI9Emt9KGYq9aA
great,1956.0,VAeEXLbEcI9Emt9KGYq9aA
good,2022.0,VAeEXLbEcI9Emt9KGYq9aA
burger,6001.0,VAeEXLbEcI9Emt9KGYq9aA
beef,39.0,V3Gh4rItcAgvsAHnXPBxWg
time,39.0,V3Gh4rItcAgvsAHnXPBxWg
noodle,42.0,V3Gh4rItcAgvsAHnXPBxWg
like,43.0,V3Gh4rItcAgvsAHnXPBxWg
roll,46.0,V3Gh4rItcAgvsAHnXPBxWg
vietnamese,47.0,V3Gh4rItcAgvsAHnXPBxWg
good,65.0,V3Gh4rItcAgvsAHnXPBxWg
food,70.0,V3Gh4rItcAgvsAHnXPBxWg
place,76.0,V3Gh4rItcAgvsAHnXPBxWg
pho,118.0,V3Gh4rItcAgvsAHnXPBxWg
bakery,51.0,UpoQYI2d03qy8R82VCRnQg
best,56.0,UpoQYI2d03qy8R82VCRnQg
good,56.0,UpoQYI2d03qy8R82VCRnQg
place,61.0,UpoQYI2d03qy8R82VCRnQg
bread,66.0,UpoQYI2d03qy8R82VCRnQg
cream,72.0,UpoQYI2d03qy8R82VCRnQg
cheese,84.0,UpoQYI2d03qy8R82VCRnQg
croissant,90.0,UpoQYI2d03qy8R82VCRnQg
king,187.0,UpoQYI2d03qy8R82VCRnQg
